PAH_num,Name,Formula,CAS,SMILES,InChIKey,Molar_Mass_g_mol,Length_A,Width_A,Length_to_Width_Ratio,Vertical_IE_eV,Dipole_Moment_Debye
1,Benzene,C6H6,71-43-2,c1ccccc1,UHOVQNZJYSORNB-UHFFFAOYSA-N,78.112,7.372,6.706,1.099,6.7974,75.0641
2,Pentalene,C8H6,250-25-9,C1=CC=C2C=CC=C12,GUVXZFRDPCKWEM-UHFFFAOYSA-N,102.133,8.883,6.791,1.308,5.2219,122.2924
3,Indene,C9H8,95-13-6,c1ccc2c(c1)CC=C2,YBYIRNPNPLQARY-UHFFFAOYSA-N,116.16,9.156,7.306,1.253,5.8505,126.3816
4,Naphthalene,C10H8,91-20-3,c1ccc2c(c1)cccc2,UFWIBTONFRDIAS-UHFFFAOYSA-N,128.171,9.155,7.395,1.238,5.8831,160.4088
5,as-Indacene,C12H8,210-65-1,c12c3c(=CC=C3)ccc1=CC=C2,KNNXFYIMEYKHBZ-UHFFFAOYSA-N,152.192,10.24,7.904,1.296,5.0477,175.6417
6,s-Indacene,C12H8,267-21-0,c12cc3=CC=Cc3cc1=CC=C2,WEMQMWWWCBYPOV-UHFFFAOYSA-N,152.192,11.29,7.513,1.503,5.2436,166.8593
7,Acenaphthylene,C12H8,208-96-8,c12c3c(ccc1)cccc3C=C2,HXGDTGSAIMULJN-UHFFFAOYSA-N,152.192,9.199,8.572,1.073,5.8994,154.3131
8,Acenaphthene,C12H10,83-32-9,c1c2c3c(cc1)cccc3CC2,CWRYPZZKDGJXCA-UHFFFAOYSA-N,154.208,9.191,8.492,1.082,5.5457,149.826
9,3H-Benz[e]indene,C13H10,232-55-3,c1c2c(ccc1)c1c(cc2)CC=C1,USPJQUFZLZTSBK-UHFFFAOYSA-N,166.219,10.87,7.956,1.366,5.4015,172.6666
10,1H-Benz[e]indene,C13H10,232-54-2,C1C=Cc2c1c1c(cc2)cccc1,KXYGKDBONOVZOM-UHFFFAOYSA-N,166.219,10.96,7.963,1.376,5.494,210.4787
11,Fluorene,C13H10,86-73-7,C1c2c(cccc2)c2c1cccc2,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,166.219,11.42,7.506,1.521,5.845,165.0043
12,1H-Benz[f]indene,C13H10,268-40-6,C1=CCc2c1cc1c(c2)cccc1,LJVOKUMRGBIJGP-UHFFFAOYSA-N,166.219,11.48,7.434,1.544,5.5511,182.1652
13,Phenalene,C13H10,203-80-5,c1ccc2cccc3c2c1CC=C3,XDJOIMJURHQYDW-UHFFFAOYSA-N,166.219,9.568,9.134,1.048,5.3117,181.2228
14,Phenanthrene,C14H10,85-01-8,c1cccc2c1ccc1c2cccc1,YNPNZTXNASCQKK-UHFFFAOYSA-N,178.229,11.64,7.956,1.462,5.8232,182.7539
15,Anthracene,C14H10,120-12-7,c1ccc2c(c1)cc1c(c2)cccc1,MWPLVEDNUUSJAV-UHFFFAOYSA-N,178.229,11.6,7.408,1.566,5.3225,157.5829
16,5H-Benz[fg]acenaphthylene,C15H10,,c12ccc3c4c1c(ccc4C=C3)C=CC2,QOIDCPWJFBSWPZ-UHFFFAOYSA-N,190.24,10.74,9.175,1.17,5.543,201.1887
17,4H-Cyclopenta[def]phenanthrene,C15H10,203-64-5,C1c2cccc3c2c2c(cc3)cccc12,RKZDZWJDQTZDLD-UHFFFAOYSA-N,190.24,11.31,8.742,1.293,5.7579,182.3917
18,Fluoranthene,C16H10,206-44-0,c12c(cccc1)c1cccc3c1c2ccc3,GVEPBJHOBDJJJI-UHFFFAOYSA-N,202.251,11.11,9.199,1.208,5.8586,264.6615
19,Acephenanthrene,C16H10,201-06-9,C1=Cc2c3c1cc1c(cccc1)c3ccc2,SQFPKRNUGBRTAR-UHFFFAOYSA-N,202.251,11.64,9.023,1.29,5.8477,274.0685
20,Aceanthrylene,C16H10,202-03-9,c1c2c(ccc1)c1c3c(c2)cccc3C=C1,JDPAVWAQGBGGHD-UHFFFAOYSA-N,202.251,11.64,8.578,1.357,5.4423,299.2859
21,Pyrene,C16H10,129-00-0,c1ccc2ccc3c4c2c1ccc4ccc3,BBEAQIROQSPTKN-UHFFFAOYSA-N,202.251,11.6,9.2,1.261,5.4205,200.6675
22,1H-Cyclopenta[l]phenanthrene,C17H12,235-92-7,C1C=Cc2c1c1c(cccc1)c1c2cccc1,YQDSWSPIWVQKBC-UHFFFAOYSA-N,216.277,11.66,10.29,1.133,5.3715,268.3238
23,2H-Cyclopenta[l]phenanthrene,C17H12,,c1c2c(ccc1)c1c(c3c2[CH]C[CH]3)cccc1,BZFTXMNGGSHPNU-UHFFFAOYSA-N,216.277,11.67,9.99,1.168,5.279,248.1977
24,8H-Cyclopenta[b]phenanthrene,C17H12,,C1=Cc2c(C1)cc1c(c2)c2c(cc1)cccc2,BASYHIIXYRJQHA-UHFFFAOYSA-N,216.277,13.25,8.609,1.539,5.4722,255.9697
25,1H-Cyclopent[a]anthracene,C17H12,,c1c2c(ccc1)cc1c(c2)ccc2c1CC=C2,SHQCZEYGTMSZJW-UHFFFAOYSA-N,216.277,13.11,8.309,1.578,5.1021,211.9666
26,17H-Cyclopenta[a]phenanthrene,C17H12,,C1=CCc2c1c1c(cc2)c2c(cc1)cccc2,WTBYIGJBYRZQDP-UHFFFAOYSA-N,216.277,12.99,7.96,1.632,5.464,312.65
27,15H-Cyclopenta[a]phenanthrene,C17H12,,C1C=Cc2c1c1c(cc2)c2c(cc1)cccc2,LFVNLPNQKQNMJU-UHFFFAOYSA-N,216.277,13.08,7.962,1.643,5.5865,307.931
28,1H-Cyclopent[b]anthracene,C17H12,,C1=CCc2c1cc1c(c2)cc2c(c1)cccc2,JTPMJORHSIMNNC-UHFFFAOYSA-N,216.277,13.92,7.442,1.87,5.1157,350.6401
29,7H-Benzo[c]fluorene,C17H12,205-12-9,C1c2c(cccc2)c2c1ccc1c2cccc1,FRIJWEQBTIZQMD-UHFFFAOYSA-N,216.277,12.47,9.171,1.36,5.4858,281.2563
30,11H-Benzo[a]fluorene,C17H12,238-84-6,C1c2c(cccc2)c2c1c1c(cc2)cccc1,HKMTVMBEALTRRR-UHFFFAOYSA-N,216.277,13.38,7.963,1.681,5.5457,277.1727
31,11H-Benzo[b]fluorene,C17H12,243-17-4,C1c2c(cc3c(c2)cccc3)c2c1cccc2,HAPOJKSPCGLOOD-UHFFFAOYSA-N,216.277,13.72,7.751,1.77,5.6028,231.1697
32,1H-Benz[de]anthracene,C17H12,199-95-1,c1ccc2c(c1)c1c3c(c2)cccc3C=CC1,ZVLHDCNHBXUAFX-UHFFFAOYSA-N,216.277,11.69,9.172,1.274,5.0341,296.5645
33,Cyclopenta[cd]pyrene,C18H10,27208-37-3,C1=Cc2c3c1cc1cccc4c1c3c(cc2)cc4,BZCXQYVNASLLQO-UHFFFAOYSA-N,226.272,11.47,9.554,1.201,5.494,291.3972
34,Benz[mno]aceanthrylene,C18H10,203-13-4,c1c2c3c4c(=Cc5c4c(cc3ccc2)ccc5)c1,VTNIIXMYGKMYOT-UHFFFAOYSA-N,226.272,11.85,9.674,1.225,5.0613,338.8592
35,Benzo[ghi]fluoranthene,C18H10,203-12-3,c12cccc3c1c1c(cc3)ccc3c1c2ccc3,YEIHPPOCKIHUQJ-UHFFFAOYSA-N,226.272,11.38,9.63,1.182,5.9647,243.9282
36,Triphenylene,C18H12,217-59-4,c12c(cccc1)c1c(c3c2cccc3)cccc1,SLGBZMMZGDRARJ-UHFFFAOYSA-N,228.288,11.65,10.41,1.118,5.9348,268.0522
37,Benzo[c]phenanthrene,C18H12,195-19-7,c1ccc2c(c1)c1c(cc2)ccc2c1cccc2,TUAHORSUHVUKBD-UHFFFAOYSA-N,228.288,12.02,9.327,1.289,5.6382,307.6238
38,Benz[a]anthracene,C18H12,56-55-3,c1ccc2c(c1)cc1c(c2)ccc2c1cccc2,DXBHBZVCASKNBY-UHFFFAOYSA-N,228.288,13.8,8.704,1.585,5.4151,216.0069
39,Chrysene,C18H12,218-01-9,c1ccc2c(c1)c1c(cc2)c2c(cc1)cccc2,WDECIBYCCFPHNR-UHFFFAOYSA-N,228.288,13.77,7.961,1.729,5.6055,267.0862
40,Naphthacene,C18H12,92-24-0,c1ccc2c(c1)cc1c(c2)cc2c(c1)cccc2,IFLREYGFSNHWGE-UHFFFAOYSA-N,228.288,14.05,7.417,1.894,4.9525,431.2188
41,1H-Cyclopenta[e]pyrene,C19H12,109587-09-9,C1c2c(C=C1)c1c3c4c2cccc4ccc3ccc1,LQRLWABODDHYFM-UHFFFAOYSA-N,240.299,11.01,10.45,1.054,5.1729,286.5965
42,1H-Cyclopenta[a]pyrene,C19H12,42315-22-0,c12ccc3c4c1c(ccc4c1c(c3)C=CC1)ccc2,ODFNBORWBZYNEN-UHFFFAOYSA-N,240.299,13.08,9.203,1.421,5.3144,347.4267
43,1H-Benz[fg]aceanthrylene,C19H12,193-69-1,c1c2c3c(cc1)c1c(c4c3c(=CC4)cc2)cccc1,CBTNLQKGXWTRFH-UHFFFAOYSA-N,240.299,11.88,10.4,1.143,5.0396,282.5157
44,"1H-Indeno[6,7,1-mna]anthracene",C19H12,190-12-5,C1=c2ccc3cc4c(cccc4)c4c3c2c(C1)cc4,BYPYPHWWHJIUHH-UHFFFAOYSA-N,240.299,12.84,9.203,1.395,5.0885,247.1992
45,1H-Benzo[cd]fluoranthene,C19H12,42126-84-1,c12c(cccc1)c1c3c2ccc2c3c(cc1)CC=C2,ADWLGGYNRSSUMV-UHFFFAOYSA-N,240.299,13.2,9.179,1.438,5.3824,234.3483
46,4H-Cyclopenta[def]triphenylene,C19H12,23992-32-7,C1c2cccc3c2c2c(cccc12)c1c3cccc1,OQXWDZOQDYGDAB-UHFFFAOYSA-N,240.299,11.69,10.46,1.117,5.7688,274.5748
47,11H-Benz[bc]aceanthrylene,C19H12,202-94-8,C1c2cccc3c2c2c(cc3)cc3c(c12)cccc3,YZLKDBSYQYEZSG-UHFFFAOYSA-N,240.299,13.37,8.964,1.492,5.3225,365.6465
48,4H-Cyclopenta[def]chrysene,C19H12,202-98-2,C1c2cccc3c2c2c1cc1c(c2cc3)cccc1,GTDQLJVKXFXBMM-UHFFFAOYSA-N,240.299,13.58,8.746,1.552,5.494,249.4913
49,3H-Benzo[cd]pyrene,C19H12,,C1=CCc2c3c1cc1c4c3c(cc2)ccc4ccc1,LFBJZFWBDRYIIY-UHFFFAOYSA-N,240.299,11.63,9.523,1.221,5.1321,346.7764
50,2H-Benzo[cd]pyrene,C19H12,191-32-2,C1=c2c3c4c(C1)cccc4cc1c3c(cc2)ccc1,QFPJPOONTXRLHG-UHFFFAOYSA-N,240.299,11.61,9.551,1.216,4.6967,335.184
51,6H-Benzo[cd]pyrene,C19H12,,c1ccc2c3c1ccc1ccc4cccc(C2)c4c31,CFXWAPSYPXUYCO-UHFFFAOYSA-N,240.299,11.66,9.494,1.228,5.3906,253.3879
52,5H-Benzo[cd]pyrene,C19H12,,c1ccc2cc3c4c5c2c1ccc5ccc4C=CC3,LCUVLANEQKSJHZ-UHFFFAOYSA-N,240.299,11.83,9.618,1.23,5.0259,335.1465
53,"Dibenzo[ghi,mno]fluoranthene",C20H10,5821-51-2,c1c2c3c4c(c1)ccc1c4c4c3c(cc2)ccc4cc1,VXRUJZQPKRBJKH-UHFFFAOYSA-N,250.293,10.86,10.45,1.039,6.0464,278.1611
54,Benzo[de]cyclopent[a]anthracene,C20H12,198-46-9,C1=CC=c2c1cc1c3c2cc2c(c3ccc1)cccc2,FZPMEKAWJMWZAT-UHFFFAOYSA-N,252.309,13.19,10.18,1.296,5.1266,386.3357
55,Benzo[fg]cyclopent[a]anthracene,C20H12,200-63-5,c12c3c(cc4c1c(ccc4)ccc2)c1=CC=Cc1cc3,UWTVIOBLCIMLGH-UHFFFAOYSA-N,252.309,13.08,9.172,1.426,4.8681,442.5824
56,Benzo[de]cyclopent[b]anthracene,C20H12,27706-08-7,c1c2c3c(cc1)c1=CC=Cc1cc3cc1c2cccc1,YSQZAGVZEGZLSD-UHFFFAOYSA-N,252.309,13.94,9.567,1.457,5.1566,351.7482
57,"Indeno[2,1-a]phenalene",C20H12,200-71-5,c1c2c(ccc1)c1c(=C2)c2c3c(c1)cccc3ccc2,CGNGNSAJKKWGNN-UHFFFAOYSA-N,252.309,13.41,9.192,1.459,5.1293,391.304
58,"Indeno[1,2-a]phenalene",C20H12,198-19-6,c1c2=c3c(C=c2ccc1)cc1c2c3cccc2ccc1,FKTWPJDLAUZQBF-UHFFFAOYSA-N,252.309,13.64,9.637,1.415,4.5715,266.198
59,Benz[a]acephenanthrylene,C20H12,192-28-9,C1=Cc2c3c1cc1c(cccc1)c3c1c(c2)cccc1,BJHAQCNKMDVELG-UHFFFAOYSA-N,252.309,12.23,10.49,1.166,5.5566,343.7033
60,Benz[l]acephenanthrylene,C20H12,95690-49-6,C1=Cc2cccc3c2c1cc1c3c2c(cc1)cccc2,MUAYUOYUCPTZSD-UHFFFAOYSA-N,252.309,12.96,9.324,1.39,5.7253,363.6735
61,Benz[e]aceanthrylene,C20H12,199-54-2,[C]1Cc2c3c1c1c(cc3c3c(c2)cccc3)cccc1,AJDGOBPHLOKEKF-UHFFFAOYSA-N,252.309,13.85,9.514,1.456,4.9851,395.2921
62,Benz[l]aceanthrylene,C20H12,211-91-6,c1c2c(ccc1)c1c(cc2)cc2c3c1C=Cc3ccc2,ICRHCNSZHYPRNZ-UHFFFAOYSA-N,252.309,13.54,9.169,1.477,5.5103,398.6952
63,Cyclopenta[hi]chrysene,C20H12,216-48-8,C1=Cc2cccc3c2c1cc1c3ccc2c1cccc2,HSKOKJQCYMCTGU-UHFFFAOYSA-N,252.309,13.79,9.108,1.514,5.6627,270.3923
64,Benz[j]aceanthrylene,C20H12,202-33-5,c1c2c(ccc1)ccc1c2cc2c3c1C=Cc3ccc2,OSKRAISUPBTHCP-UHFFFAOYSA-N,252.309,13.77,9.075,1.517,5.543,272.2547
65,Benz[k]acephenanthrylene,C20H12,212-41-9,C1=Cc2cccc3c2c1cc1c3cc2c(c1)cccc2,DKCWWCWLEZJRLL-UHFFFAOYSA-N,252.309,13.97,9.125,1.531,5.464,423.2887
66,Cyclopenta[de]naphthacene,C20H12,16683-64-0,c1c2c(ccc1)cc1c(c2)cc2c3c1C=Cc3ccc2,PYSSVKADNGCTPT-UHFFFAOYSA-N,252.309,14.08,8.582,1.641,5.0477,429.6941
67,Benz[d]aceanthrylene,C20H12,19770-52-6,c1c2c(ccc1)cc1c3c2C=Cc3c2c(c1)cccc2,QTCRJMWMGZQPMN-UHFFFAOYSA-N,252.309,14.08,8.585,1.64,5.2627,238.6921
68,Benz[a]aceanthrylene,C20H12,203-33-8,c1ccc2c(c1)c1c3c(c2)cccc3c2c1cccc2,OQDXASJSCOTNQS-UHFFFAOYSA-N,252.309,12.52,10.78,1.162,5.3688,334.2409
69,Benz[e]acephenanthrylene,C20H12,205-99-2,c12c(cccc1)c1c3c2cccc3c2c(c1)cccc2,FTOVXSOBNPWTSH-UHFFFAOYSA-N,252.309,13.75,9.906,1.388,5.8096,366.8657
70,Benzo[j]fluoranthene,C20H12,205-82-3,c12cccc3c1c(ccc3)c1c2c2c(cc1)cccc2,KHNYNFUTFKJLDD-UHFFFAOYSA-N,252.309,13.26,9.565,1.386,5.5185,261.6921
71,Benzo[k]fluoranthene,C20H12,207-08-9,c12cccc3c1c(ccc3)c1c2cc2c(c1)cccc2,HAXBIWFMXWRORI-UHFFFAOYSA-N,252.309,13.54,9.195,1.473,5.4722,404.9528
72,Benzo[e]pyrene,C20H12,192-97-2,c1ccc2c(c1)c1c3c(ccc4c3c2ccc4)ccc1,TXVHTIQJNYSSKO-UHFFFAOYSA-N,252.309,11.67,10.42,1.12,5.5021,306.3115
73,Perylene,C20H12,198-55-0,c12cccc3c2c(c2cccc4c2c1ccc4)ccc3,CSHWQDPOILHKBI-UHFFFAOYSA-N,252.309,11.68,9.17,1.274,5.0423,277.7796
74,Benzo[a]pyrene,C20H12,50-32-8,c1ccc2c(c1)c1c3c(c2)ccc2cccc(c32)cc1,FMMWHPNWAFZXNH-UHFFFAOYSA-N,252.309,13.74,9.197,1.494,5.1974,306.8736
75,"1,2-Dihydroben[j]aceanthrylene",C20H14,479-23-2,[CH]c1c2c(C)cccc2cc2c1ccc1c2cccc1,PVRMWRSRPGRFBO-UHFFFAOYSA-N,254.325,13.8,8.98,1.537,5.1811,394.7857
76,"9,10[1',2']-Benzenoanthracene, 9,10-dihydro",C20H14,477-75-8,c12c(cccc1)[C@@H]1c3ccccc3[C@H]2c2c1cccc2,NGDCLPXRKSWRPY-BGYRXZFFSA-N,254.325,10.6,9.77,1.085,5.9049,201.7361
77,"11H-Indeno[2,1,7-cde]pyrene",C21H12,59004-71-6,[C]c1cccc2c1c1CC=C[C@H]3c1c1c2cccc1C=C3,DCEOEAFAGAWPMH-UHFFFAOYSA-N,264.32,11.7,10.4,1.124,5.3933,322.0747
78,11H-Cyclopenta[ghi]perylene,C21H12,83899-23-4,C1c2ccc3c4c2c2c1ccc1c2c(ccc1)c4ccc3,ASADLUKYSVGSHC-UHFFFAOYSA-N,264.32,11.77,9.947,1.183,4.9579,353.4638
79,4H-Benzo[def]cyclopenta[mno]chrysene,C21H12,59004-72-7,C1c2cc3cccc4c3c3c2c2c(cc3cc4)cccc12,WEKAXSAVALUHAU-UHFFFAOYSA-N,264.32,13.52,9.654,1.401,5.1457,353.0716
80,11H-Cyclopenta[a]triphenylene,C21H14,,C1=Cc2c(C1)ccc1c2c2c(cccc2)c2c1cccc2,VANPLWZQTIHKCV-UHFFFAOYSA-N,266.336,13.04,10.48,1.244,5.5675,343.8136
81,1H-Benzo[a]cyclopent[h]anthracene,C21H14,,c1c2c(ccc1)ccc1c2cc2c(c1)c1c(cc2)C=CC1,CIRVIIOSCIBXLZ-UHFFFAOYSA-N,266.336,14.96,8.709,1.718,5.211,248.4226
82,9H-Benzo[a]cyclopent[i]anthracene,C21H14,,C1=Cc2c(C1)cc1c(c2)cc2c(c1)ccc1c2cccc1,OSPAQUNYRFMXDM-UHFFFAOYSA-N,266.336,15.61,8.918,1.751,5.2055,472.0254
83,"9H-Indeno[2,1-c]phenanthrene",C21H14,192-87-0,C1c2c(cccc2)c2c1ccc1c2c2c(cc1)cccc2,FMBIUNYFMCJJEE-UHFFFAOYSA-N,266.336,12.36,10.16,1.216,5.5076,324.3048
84,"13H-Indeno[1,2-l]phenanthrene",C21H14,201-65-0,C1c2c(cccc2)c2c1c1c(cccc1)c1c2cccc1,XNKVIGSNRYAOQZ-UHFFFAOYSA-N,266.336,13.36,10.45,1.279,5.4586,293.2906
85,"7H-Dibenzo[c,g]fluorene",C21H14,194-58-1,C1c2c(c3c(cc2)cccc3)c2c1ccc1c2cccc1,MPKKJSVJRRFRHD-UHFFFAOYSA-N,266.336,12.67,9.7,1.306,5.2464,336.1697
86,"13H-Indeno[1,2-c]phenanthrene",C21H14,212-54-4,C1c2c(cccc2)c2c1c1c(cc2)ccc2c1cccc2,WEMRWGUFDIQNDO-UHFFFAOYSA-N,266.336,14.01,9.692,1.445,5.4885,266.7733
87,"8H-Indeno[1,2-a]anthracene",C21H14,198-95-8,C1c2c(cccc2)c2c1ccc1c2cc2c(c1)cccc2,MJJQNOOAHBNCFW-UHFFFAOYSA-N,266.336,14.24,9.874,1.442,5.1484,373.3029
88,"7H-Dibenzo[b,g]fluorene",C21H14,204-89-7,C1c2c(cc3c(c2)cccc3)c2c1ccc1c2cccc1,IHBKFZHOCLQNME-UHFFFAOYSA-N,266.336,14.33,9.541,1.502,5.4314,323.8574
89,"8H-Indeno[2,1-b]phenanthrene",C21H14,241-28-1,C1c2c(cccc2)c2c1cc1c(c2)c2c(cc1)cccc2,POKNIIYORIGTRO-UHFFFAOYSA-N,266.336,14.82,9.283,1.596,5.5158,416.6039
90,"13H-Dibenzo[a,g]fluorene",C21H14,207-83-0,C1c2c(c3c(cc2)cccc3)c2c1c1c(cc2)cccc1,QEHKXCNHQCUFRW-UHFFFAOYSA-N,266.336,14.84,9.183,1.616,5.3253,363.7932
91,"7H-Indeno[1,2-a]phenanthrene",C21H14,,C1c2c(cccc2)c2c1ccc1c2ccc2c1cccc2,ROJIZIUELKAOKL-UHFFFAOYSA-N,266.336,14.87,9.192,1.618,5.5402,317.6347
92,"13H-Dibenzo[a,i]fluorene",C21H14,239-60-1,C1c2c(ccc3c2cccc3)c2c1c1c(cc2)cccc1,LNYRFPHKLFESJU-UHFFFAOYSA-N,266.336,15.17,8.712,1.741,5.3824,253.0156
93,"13H-Indeno[2,1-a]anthracene",C21H14,223-31-4,c1ccc2c(c1)cc1c(c2)ccc2c1Cc1c2cccc1,QPPKNLRQRXBTSD-UHFFFAOYSA-N,266.336,15.54,8.753,1.775,5.1811,344.7361
94,"12H-Indeno[1,2-b]phenanthrene",C21H14,248-83-9,C1c2c(cccc2)c2c1cc1c(c2)ccc2c1cccc2,RUHNSAFWKYGGQQ-UHFFFAOYSA-N,266.336,15.64,8.479,1.845,5.6654,424.7702
95,"11H-Indeno[2,1-a]phenanthrene",C21H14,220-97-3,C1c2c(cccc2)c2c1c1c(cc2)c2c(cc1)cccc2,JPAMAQWNSMPRLT-UHFFFAOYSA-N,266.336,15.51,7.962,1.948,5.6137,361.9764
96,"12H-Dibenzo[b,h]fluorene",C21H14,242-47-7,c1ccc2c(c1)cc1c(c2)c2c(C1)cc1c(c2)cccc1,MTAHTQMQAFEQTQ-UHFFFAOYSA-N,266.336,16.06,8.268,1.942,5.5538,234.6008
97,"13H-Dibenzo[a,h]fluorene",C21H14,239-85-0,C1c2c(cc3c(c2)cccc3)c2c1c1c(cc2)cccc1,NKSFFULBNKIAOF-UHFFFAOYSA-N,266.336,15.8,7.963,1.984,5.4613,275.8014
98,"13H-Indeno[1,2-b]anthracene",C21H14,248-93-1,c1ccc2c(c1)cc1c(c2)cc2c(c1)Cc1c2cccc1,WQIFERDZMYSWOI-UHFFFAOYSA-N,266.336,16.08,7.936,2.026,5.1702,298.3931
99,"5H-Dibenzo[c,mn]phenanthrene",C21H14,,c1c2c(ccc1)Cc1c3c2c2c(cc3ccc1)cccc2,XDFPTBAEJOMVDG-UHFFFAOYSA-N,266.336,11.96,11.34,1.054,5.0477,327.0054
100,"8H-Dibenzo[b,mn]phenanthrene",C21H14,,c1cccc2c1cc1c3c2cccc3Cc2c1cccc2,LNMHBLNLDJMXEM-UHFFFAOYSA-N,266.336,13.81,10.33,1.337,5.4232,347.0011
101,"13H-Dibenzo[b,mn]phenanthrene",C21H14,,c1ccc2c(c1)c1c3c(c2)cccc3c2c(C1)cccc2,LJJBRYXRRQNWER-UHFFFAOYSA-N,266.336,13.86,10.3,1.346,5.0749,313.1145
102,"7H-Dibenz[a,kl]anthracene",C21H14,,c1cc2c(cc1)c1c(cc2)Cc2cccc3c2c1ccc3,JFJXYRKLJDXQCX-UHFFFAOYSA-N,266.336,12.99,9.38,1.385,5.2736,345.9296
103,"4H-Dibenz[a,kl]anthracene",C21H14,,c12cccc3c1c(cc1c3c3c(cc1)cccc3)C=CC2,NUXRXCMDYFQYEQ-UHFFFAOYSA-N,266.336,13.05,9.446,1.382,5.2436,399.4611
104,"1H-Dibenz[a,kl]anthracene",C21H14,,c1cc2c(cc1)c1c(cc2)cc2cccc3c2c1CC=C3,QPTSULCVUNNEFG-UHFFFAOYSA-N,266.336,13.23,9.563,1.383,5.1212,298.0455
105,4H-Benzo[hi]chrysene,C21H14,,c1cccc2c1ccc1c2cc2C=CCc3c2c1ccc3,MAKCLOHWIKNPIP-UHFFFAOYSA-N,266.336,13.76,9.211,1.493,5.2083,269.3146
106,7H-Benzo[hi]chrysene,C21H14,,c1ccc2c3c(ccc2)c2ccc4c(c2Cc13)cccc4,ICMRIPGIVNXRMQ-UHFFFAOYSA-N,266.336,13.85,9.187,1.507,5.3144,268.7047
107,Benzo[l]cyclopenta[cd]pyrene,C22H12,113779-16-1,c1c2c(ccc1)c1c3c4c2cccc4cc2c3c(cc1)C=C2,MEWBBKSDPHWBAG-UHFFFAOYSA-N,276.331,12.83,10.43,1.231,5.5865,325.9166
108,"Indeno[5,6,7,1-defg]chrysene",C22H12,,c1c2c3c4c(c1)cccc4cc1c3c(c3c2cccc3)C=C1,KWOYATFNYZAFQU-UHFFFAOYSA-N,276.331,13.76,10.3,1.336,5.2191,300.3402
109,Benzo[def]cyclopenta[qr]chrysene,C22H12,,c1c2c(ccc1)c1c3c(c2)ccc2c3c3c(c1)C=Cc3cc2,VBFJBGBONHVYNN-UHFFFAOYSA-N,276.331,13.73,10.3,1.333,5.4015,449.7483
110,Cyclopenta[cd]perylene,C22H12,189-01-5,c12c3c4c(c5c1c(ccc5)ccc2)ccc1c4c(cc3)C=C1,IVZZWHVVAJTPOG-UHFFFAOYSA-N,276.331,12.86,9.184,1.4,5.3008,437.5426
111,"Indeno[1,7,6,5-cdef]chrysene",C22H12,,C1=Cc2ccc3ccc4c5c(cc6c4cccc6)cc1c2c35,ZQOKWDDQILAIHZ-UHFFFAOYSA-N,276.331,13.91,9.574,1.453,5.3334,316.436
112,"Indeno[1,7-ab]pyrene",C22H12,196-77-0,c1c2c3c4c(c1)cccc4ccc3c1c3c2cccc3C=C1,KTUUKOLUMWVAQP-UHFFFAOYSA-N,276.331,13.78,9.227,1.493,5.3008,276.1556
113,"Indeno[1,2,3-cd]pyrene",C22H12,193-39-5,c1ccc2c(c1)c1ccc3ccc4cccc5cc2c1c3c45,SXQBHARYMNFBPS-UHFFFAOYSA-N,276.331,13.74,9.883,1.39,5.4314,336.4696
114,"Indeno[1,2,3-cd]fluoranthene",C22H12,193-43-1,c1c2c(ccc1)c1c3c4c(cc1)c1c(c4ccc23)cccc1,XAKRHFYJDSMEMI-UHFFFAOYSA-N,276.331,14.74,9.102,1.619,5.6219,259.2431
115,"Phenanthro[10,1,2,3-cdef]fluorene",C22H12,,c1c2c3c(cc1)C=c1c3c3c(c2)c2c(cc3cc1)cccc2,XXDHLNOLHOLOTF-UHFFFAOYSA-N,276.331,13.78,10.15,1.357,5.1266,469.3934
116,"Indeno[6,7,1,2-defg]naphthacene",C22H12,,c1c2=Cc3c4c2c2c(c1)cccc2cc4cc1c3cccc1,YXFCPODCJSPOCE-UHFFFAOYSA-N,276.331,14.11,9.55,1.478,4.9606,284.3674
117,"Naphtho[4,5,6-abc]aceanthrylene",C22H12,,c12c3c4c5c1c(ccc5cc1ccccc41)ccc2ccc3,SYIAGQWIXOKDJJ-UHFFFAOYSA-N,276.331,13.3,10.68,1.246,5.4586,335.7194
118,"Indeno[3,2,1,7-defg]chrysene",C22H12,,c12cccc3c2c2c(cc3)c3c(c4cccc1c24)cccc3,SYJUTEXHUJBPBZ-UHFFFAOYSA-N,276.331,13.34,10.5,1.271,5.7906,338.2727
119,"Indeno[4,3,2,1-cdef]chrysene",C22H12,203-25-8,c12cc3c(cccc3)c3c1c1c(cc3)ccc3c1c2ccc3,NUYMQZQMXDQUCC-UHFFFAOYSA-N,276.331,13.77,9.862,1.396,5.6872,390.6145
120,Benzo[ghi]perylene,C22H12,191-24-2,c12cccc3c1c1c(cc3)ccc3c1c1c(cc3)cccc21,GYFAGKUZYNFMBN-UHFFFAOYSA-N,276.331,11.67,10.4,1.122,5.2926,327.0047
121,"Dibenzo[def,mno]chrysene",C22H12,191-26-4,c1ccc2cc3ccc4cccc5c4c3c3c(c5)ccc1c23,YFIJJNAKSZUOLT-UHFFFAOYSA-N,276.331,12.84,9.538,1.346,4.9906,278.2555
